iter	RMSE
681	0.1842390441
682	0.1840060885
683	0.1835770375
684	0.1833344176
685	0.1831265511
686	0.1829564394
687	0.1825860792
688	0.1821326688
689	0.1816871625
690	0.1815059657
691	0.1813135088
692	0.1810145041
693	0.1807864303
694	0.1804425927
695	0.1801534669
696	0.1799920027
697	0.1798609972
698	0.1795605504
699	0.1791963389
700	0.1788173024
701	0.178526655
702	0.1784163454
703	0.1780730047
704	0.1777297918
705	0.1774012473
706	0.177052303
707	0.1768081404
708	0.1765126957
709	0.1763821364
710	0.1761334903
711	0.1758385479
712	0.1756074227
713	0.1753635583
714	0.175187653
715	0.174776852
716	0.1744591265
717	0.1741133047
718	0.173809563
719	0.173489844
720	0.1732885003
721	0.1730248059
722	0.172842527
723	0.1725770906
724	0.1723144288
725	0.1720983809
726	0.1719687751
727	0.1718534998
728	0.1715170112
729	0.17119377
730	0.1710493979
731	0.1708616579
732	0.1705989296
733	0.1703335004
734	0.170110187
735	0.1699544456
736	0.1697578243
737	0.1696127455
738	0.1694674255
739	0.1691672743
740	0.16899302
741	0.1688690007
742	0.1685153098
743	0.1683610446
744	0.1680322813
745	0.1677613296
746	0.1674474164
747	0.167172453
748	0.1669172562
749	0.1666672814
750	0.1665053632
751	0.1662547068
752	0.1658139331
753	0.1655509036
754	0.1652956517
755	0.1650657304
756	0.1648776691
757	0.1647302791
758	0.1645477997
759	0.1643113861
760	0.1640030903
761	0.1637205791
762	0.1635887652
763	0.1633808091
764	0.1632048363
765	0.1629406418
766	0.1628238582
767	0.1627859669
768	0.1624382911
769	0.1623000516
770	0.1621645085
771	0.1618633394
772	0.161756136
773	0.1614802995
774	0.1613052714
775	0.1609953078
776	0.1607042243
777	0.160434679
778	0.1601292367
779	0.1598647254
780	0.1597256634
781	0.1595354351
782	0.1593290626
783	0.159113731
784	0.1589051937
785	0.1587050458
786	0.1585943892
787	0.158311916
788	0.1581405467
789	0.1578443393
790	0.1577375553
791	0.1574273357
792	0.1570348166
793	0.1568909257
794	0.156591445
795	0.1564399598
796	0.1563077007
797	0.1561014327
798	0.1559991038
799	0.155754509
800	0.1556839985
801	0.1554634213
802	0.1553115141
803	0.1550502475
804	0.154773051
805	0.1545518842
806	0.1543543555
807	0.1541603369
808	0.1540796419
809	0.1538929494
810	0.1536971969
811	0.1533884638
812	0.1531950533
813	0.1529943658
814	0.1526902255
815	0.1525346624
816	0.152186512
817	0.1519535974
818	0.1517094405
819	0.1514427156
820	0.1512903166
821	0.1511308954
822	0.1509528314
823	0.1507543252
824	0.150572803
825	0.1503577142
826	0.1501039107
827	0.1497695586
828	0.1495484385
829	0.1493155586
830	0.1491629967
831	0.1489860326
832	0.1486128874
833	0.1484347952
834	0.1482483405
835	0.1479022738
836	0.1477306672
837	0.1474947548
838	0.147328913
839	0.1472769595
840	0.1470895927
841	0.1469927728
842	0.1467501738
843	0.1464888223
844	0.1462922819
845	0.1461161817
846	0.1459555686
847	0.1458186614
848	0.1457722591
849	0.1455660133
850	0.1453155914
851	0.145089803
852	0.1447604374
853	0.1445294597
854	0.1444230389
855	0.1443906316
856	0.1442959335
857	0.1441834335
858	0.1440030233
859	0.1437943169
860	0.1436234197
861	0.1434740664
862	0.1431587189
863	0.1431189987
864	0.1428831096
865	0.1426796681
866	0.1423681941
867	0.1420724532
868	0.1419466448
869	0.1416553904
870	0.1415481833
871	0.1414602395
872	0.1413219452
873	0.1412347392
874	0.1410197399
875	0.1408455911
876	0.1407766493
877	0.1406246565
878	0.1403820706
879	0.1402839214
880	0.1400855435
881	0.1399076068
882	0.1396828737
883	0.1395425297
884	0.1393785031
885	0.1391741942
886	0.138869298
887	0.1387255567
888	0.1387049446
889	0.1386100089
890	0.1384726966
891	0.1383724376
892	0.1380979945
893	0.1378594799
894	0.1377078103
895	0.1376381004
896	0.1375384665
897	0.1373798092
898	0.1371955914
899	0.1369936994
900	0.1368784534
901	0.1367633284
902	0.1366887717
903	0.1364606218
904	0.1362997803
905	0.1362374293
906	0.1361047671
907	0.1360683284
908	0.1358252492
909	0.1358034355
910	0.1356896727
911	0.1354680811
912	0.1352263108
913	0.1350476377
914	0.1348227547
915	0.1346691269
916	0.1345071321
917	0.1344053551
918	0.134170979
919	0.1340965252
920	0.1338147889
921	0.1337442041
922	0.1336204263
923	0.1335950546
924	0.1333990972
925	0.1333145571
926	0.1331385865
927	0.1328961462
928	0.1328304706
929	0.1326409587
930	0.1324818356
931	0.1323030188
932	0.1320855837
933	0.1320584332
934	0.1320076121
935	0.1318154635
936	0.1316014767
937	0.1315372883
938	0.1313741415
939	0.1311796982
940	0.1309905694
941	0.1307968787
942	0.1306295716
943	0.1303725019
944	0.1302721643
945	0.1301416343
946	0.130045678
947	0.1297851084
948	0.1295516668
949	0.1294414552
950	0.1292642523
951	0.1290430304
952	0.1289894253
953	0.1288375095
954	0.128745792
955	0.1285523888
956	0.12838066
957	0.1280719087
958	0.1279596547
959	0.1278803165
960	0.1278280059
961	0.1277302592
962	0.1274894082
963	0.12732987
964	0.1271505232
965	0.1269800801
966	0.1269096187
967	0.1267334049
968	0.1265424941
969	0.1263489272
970	0.1261972595
971	0.1260864799
972	0.1260213035
973	0.125761489
974	0.1255712305
975	0.1253454159
976	0.1252256986
977	0.1249756664
978	0.1249026383
979	0.1246879779
980	0.1244738702
981	0.1243909523
982	0.1242765775
983	0.1240876276
984	0.1239940593
985	0.1238074279
986	0.1236627489
987	0.1235018276
988	0.1233536863
989	0.1233309468
990	0.1231801235
991	0.123114904
992	0.1228481927
993	0.1227381633
994	0.1225856513
995	0.1224368284
996	0.1223227038
997	0.1221800561
998	0.1220071584
999	0.1219624759
